Institutional code,Name of Organisation,Country,City,coordinates
E  CACERES13,I.E.S. ZURBARÁN DE NAVALMORAL DE LA MATA,ES,NAVALMORAL DE LA MATA  (CACERES),"(39.8991066, -5.5366892)"
E  CACERES14,EDUCACIÓN Y TECNOLOGÍA DE EXTREMADURA S.L.,ES,CACERES,"(39.4752765, -6.3724247)"
E  CADIZ01,UNIVERSIDAD DE CÁDIZ,ES,Cadiz,"(36.5376145, -6.3004959)"
E  CADIZ02,I.E.S. SAN SEVERIANO,ES,CÁDIZ,"(36.5205356, -6.2790865)"
E  CADIZ03,IES HOZGARGANTA,ES,JIMENA DE LA FRONTERA,"(36.4305025, -5.4455544)"
E  CADIZ05,I.E.S. ANDRES BENITEZ,ES,JEREZ DE LA FRONTERA,"(36.6988117, -6.136676599999999)"
E  CADIZ07,"IES  ""MAR DE CÁDIZ""",ES,EL PUERTO DE SANTA MARÍA (CADIZ),"(36.59286540000001, -6.2403024)"
E  CADIZ08,IES MANUEL DE FALLA,ES,PUERTO REAL (CÁDIZ),"(36.5322188, -6.198862999999999)"
E  CADIZ09,IES COLUMELA,ES,CÁDIZ,"(36.5249716, -6.2887426)"
E  CADIZ10,I.P.FERNANDO QUIÑONES,ES,CADIZ,"(36.504959, -6.2664797)"
E  CADIZ11,I.E.S. DRAGO,ES,CÁDIZ,"(36.5140502, -6.2832114)"
E  CADIZ12,I.E.S. PINTOR JUAN LARA,ES,EL PUERTO DE SANTA MARIA,"(36.5962805, -6.246758)"
E  CADIZ13,I.E.S LA GRANJA,ES,JEREZ DE LA FRONTERA,"(36.6982933, -6.1046457)"
E  CADIZ14,IES BAHIA DE CADIZ,ES,CADIZ,"(36.500648, -6.2722411)"
E  CADIZ15,IES ESCUELA DE HOSTELERÍA SAN ROQUE,ES,SAN ROQUE (CÁDIZ),"(36.205827, -5.384277)"
E  CADIZ16,I.E.S. NTRA. SRA. DE LOS REMEDIOS,ES,UBRIQUE,"(36.67970469999999, -5.4448716)"
E  CADIZ17,IES VIRGEN DEL CARMEN,ES,PUERTO REAL - CÁDIZ,"(36.5319869, -6.186541399999999)"
E  CADIZ18,I.E.S. DOÑANA,ES,SANLÚCAR DE BARRAMEDA,"(36.788096, -6.3406696)"
E  CADIZ19,IES FRANCISCO ROMERO VARGAS,ES,JEREZ DE LA FRONTERA,"(36.6718947, -6.130004)"
E  CADIZ20,EE.PP. SAGRADA FAMILIA SAFA-SAN LUIS,ES,EL PUERTO DE SANTA MARIA (CÁDIZ),"(36.5993725, -6.234192699999999)"
E  CADIZ21,IES SANTA ISABEL DE HUNGRIA,ES,JEREZ DE LA FRONTERA,"(36.6863659, -6.1466015)"
E  CADIZ22,IES ARROYO HONDO,ES,ROTA (CÁDIZ),"(36.6303246, -6.380975299999999)"
E  CADIZ23,I.E.S. ALMUNIA,ES,JEREZ DE LA FRONTERA,"(36.69595530000001, -6.099055600000001)"
E  CADIZ24,COLEGIO SALESIANO SAN IGNACIO,ES,CÁDIZ,"(36.5125755, -6.2785283)"
E  CADIZ25,IES SIERRA LUNA,ES,LOS BARRIOS,"(36.1878226, -5.487366600000001)"
E  CADIZ26,IES TORRE ALMIRANTE,ES,ALGECIRAS,"(36.1480364, -5.4468938)"
E  CADIZ27 ,IES VIRGEN DE LA ESPERANZA,ES,LA LINEA CONCEPCION,"(36.1611469, -5.3436084)"
E  CARTAGE01,CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL HESPÉRIDES,ES,CARTAGENA,"(37.5998276, -0.9657282)"
E  CASTELL01,UNIVERSITAT JAUME I,ES,Castellon de la Plana,"(39.9945711, -0.0689003)"
E  CASTELL03,INSTITUTO DE ENSEÑANZA SECUNDARIA GUILLEM D'ALCALA,ES,LA POBLA DE FARNALS,"(39.58088619999999, -0.3291106)"
E  CASTELL04,ESCUELA SUPERIOR DE CERÁMICA DE L'ALCORA,ES,ALCORA (CASTELLÓN),"(40.0714139, -0.2170695)"
E  CASTELL05,IES MATILDE SALVADOR,ES,CASTELLÓN ,"(39.9737068, -0.0482124)"
E  CASTELL06,IES EL CAMINAS,ES,CASTELLÓN DE LA PLANA,"(39.9805167, -0.0283823)"
E  CASTELL07,IES F. RIBALTA,ES,CASTELLÓN DE LA PLANA,"(39.988421, -0.0394283)"
E  CASTELL08,ESCOLA D'ART I SUPERIOR DE DISSENY DE CASTELLON,ES,CASTELLON,"(39.98231579999999, -0.0351395)"
E  CASTELL09,IES RAMON CID,ES,BENICARLÓ,"(40.4124342, 0.4142029)"
E  CASTELL10,IES JOAN COROMINES,ES,BENICARLÓ,"(40.4141979, 0.4269359)"
E  CASTELL11,IES ALTO PALANCIA,ES,SEGORBE (CASTELLÓN),"(39.842606, -0.490671)"
E  CASTELL12,I.E.S. VICENT CASTELL DOMENECH,ES,CASTELLÓN,"(39.9751034, -0.05366290000000001)"
E  CASTELL13,"CONSERVATORIO SUPERIOR DE MÚSICA ""SALVADOR SEGUÍ"" DE CASTELLÓN",ES,CASTELLÓN,"(39.982225, -0.0340832)"
E  CASTELL14,IES POLITÈCNIC,ES,CASTELLON DE LA PLANA,"(39.9799644, -0.0465497)"
E  CASTELL15,IFPS COSTA DE AZAHAR DE CASTELLÓN,ES,CASTELLÓN DE LA PLANA. GRAO. ,"(39.9803377, 0.0193796)"
E  CASTELL16,IES BOTÀNIC CAVANILLES,ES,LA VALL D'UIXÓ,"(39.8197719, -0.2332976)"
E  CASTELL17,IES GILABERT DE CENTELLES,ES,NULES,"(39.8575443, -0.1583342)"
E  CASTELL18,IES VILAROJA,ES,ALMASSORA,"(39.94526889999999, -0.0576164)"
E  CASTELL19,IES SERRA ESPADA,ES,ONDA,"(39.9620142, -0.2741918)"
E  CASTELL20,IES JAUMEI,ES,BURRIANA,"(39.886145, -0.094316)"
E  CASTELL21,IES LLOMBAI,ES,BURRIANA,"(39.884161, -0.0779617)"
E  CASTELL22,IES VIOLANT ,ES,BENICÀSSIM,"(40.050859, 0.057494)"
E  CEUTA01,IES ALMINA,ES,CEUTA,"(35.89047350000001, -5.3325607)"
E  CEUTA02,IES ABYLA,ES,CEUTA,"(35.8875666, -5.3256618)"
E  CEUTA03,IES SIETE COLINAS,ES,CEUTA,"(35.8877536, -5.3217089)"
E  CEUTA04,IES CLARA CAMPOAMOR,ES,CEUTA,"(35.8831524, -5.3319954)"
E  CEUTA05,IES LUIS DE CAMOENS,ES,CEUTA,"(35.8867605, -5.3067401)"
E  CEUTA06,IES PUERTAS DEL CAMPO,ES,CEUTA,"(35.8888946, -5.3200942)"
E  CIUDA-R01,UNIVERSIDAD DE CASTILLA-LA MANCHA,ES,CIUDAD REAL,"(38.99404390000001, -3.9204979)"
E  CIUDA-R02,"ESCUELA DE ARTE ""ANTONIO LÓPEZ""",ES,TOMELLOSO,"(39.1480108, -3.0247546)"
E  CIUDA-R03,FUNDACION VIRTUS,ES,Puertollano,"(38.6884458, -4.1078877)"
E  CIUDA-R04,IES TORREON DEL ALCAZAR,ES,CIUDAD REAL,"(38.983758, -3.922854)"
E  CIUDA-R05,I.E.S. SANTA MARÍA DE ALARCOS,ES,CIUDAD REAL,"(38.98168, -3.92586)"
E  CIUDA-R06,ESCUELA DE ARTE Y SUPERIOR DE DISEÑO PEDRO ALMODOVAR,ES,CIUDAD REAL,"(38.9819853, -3.930335)"
E  CIUDA-R07,IES MAESTRE DE CALATRAVA,ES,CIUDAD REAL,"(38.9911685, -3.9198433)"
E  CIUDA-R08,IES VIRGEN DE GRACIA,ES,PUERTOLLANO (CIUDAD REAL),"(38.6930042, -4.108524600000001)"
E  CIUDA-R09,"IES ""ANTONIO CALVÍN""",ES,ALMAGRO,"(38.8899618, -3.706371)"
E  CIUDA-R10,IES AZUER,ES,MANZANARES,"(38.995336, -3.3601469)"
E  CIUDA-R11,"INSTITUTO DE ENSEÑANZA SECUNDARIA ""GREGORIO PRIETO""",ES,VALDEPEÑAS,"(38.7736045, -3.3967763)"
E  CIUDA-R12,INSTITUTO DE EDUCACION SECUNDARIA ATENEA,ES,CIUDAD REAL,"(38.9824816, -3.9425025)"
E  CIUDA-R13,IES JUAN BOSCO,ES,ALCÁZAR DE SAN JUAN (CIUDAD REAL),"(39.3915382, -3.2219154)"
E  CIUDA-R14,COLEGIO HERMANO GARATE DE CIUDAD REAL,ES,CIUDAD REAL,"(38.9824094, -3.9289745)"
E  CIUDA-R15,IES LEONARDO DA VINCI,ES,PUERTOLLANO,"(38.6992645, -4.1124946)"
E  CIUDA-R16,IES GARCIA PAVON,ES,TOMELLOSO,"(39.1492421, -3.0189563)"
E  CIUDA-R17,"ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,  DISEÑO Y  CERÁMICA DE CASTILLA-LA MANCHA",ES,TOMELLOSO,"(39.1479114, -3.0251345)"
E  CORDOBA01,UNIVERSIDAD DE CORDOBA ,ES,CORDOBA,"(37.8881751, -4.7793835)"
E  CORDOBA04,"CONSERVATORIO SUPERIOR DE MUSICA ""RAFAEL OROZCO"" CORDOBA",ES,Cordoba,"(37.8828277, -4.7796891)"
E  CORDOBA05,"ESCUELA SUPERIOR DE ARTE DRAMATICO ""MIGUEL SALCEDO HIERRO"" DE CÓRDOBA",ES,CORDOBA,"(37.8813508, -4.7803963)"
E  CORDOBA06,"IES ""LUIS DE GONGORA""",ES,CÓRDOBA,"(37.8847835, -4.7788734)"
E  CORDOBA07,I.E.S. GALILEO GALILEI,ES,CÓRDOBA,"(37.8836521, -4.758386499999999)"
E  CORDOBA09,IES ÁNGEL DE SAAVEDRA,ES,  CÓRDOBA ,"(37.9008439, -4.775894399999999)"
E  CORDOBA10,I.E.S MAIMONIDES,ES,CÓRDOBA,"(37.8855265, -4.777094099999999)"
E  CORDOBA12,IES GRAN CAPITAN,ES,CORDOBA,"(37.89997830000001, -4.7530084)"
E  CORDOBA14,"IES ""BLAS INFANTE""",ES,CORDOBA,"(37.89531059999999, -4.758091299999999)"
E  CORDOBA15,CENTRO ZALIMA,ES,CORDOBA,"(37.882343, -4.783136)"
E  CORDOBA16,IES ALJANADIC,ES,POSADAS (CÓRDOBA),"(37.8009782, -5.101257599999999)"
E  CORDOBA17,I.E.S. LUIS CARRILLO DE SOTOMAYOR,ES,BAENA (CORDOBA),"(37.6238981, -4.323913999999999)"
E  CORDOBA18,ESCUELA DE ARTE MATEO INURRIA DE CÓRDOBA,ES,CORDOBA,"(37.8825448, -4.7829486)"
E  CORDOBA19,IES LA FUENSANTA,ES,CORDOBA,"(37.8801929, -4.7611402)"
E  CORDOBA20,EE.PP. SAGRADA FAMILIA BAENA,ES,BAENA (CÓRDOBA),"(37.617362, -4.3244513)"
E  CORDOBA21,IES FELIPE SOLIS VILLECHENOUS,ES,CABRA,"(37.4701562, -4.433566)"
E  CORDOBA22,CICLO FORMATIVO DE GRADO SUPERIOR MANTENIMIENTO AEROMECANICO,ES,PALMA DEL RÍO,"(37.69821710000001, -5.2801691)"
E  CORDOBA23,UNIVERSIDAD LOYOLA ANDALUCIA,ES,CÓRDOBA,"(37.86851, -4.790026999999999)"
E  CUENCA01,INSTITUTO DE EDUCACION SECUNDARIA JORGE MANRIQUE,ES,MOTILLA DEL PALANCAR (CUENCA),"(39.557338, -1.9148062)"
E  CUENCA02,IES PEDRO MERCEDES,ES,Cuenca,"(40.0663364, -2.131886)"
E  CUENCA03,"INSTITUTO DE EDUCACIÓN SECUNDARIA ""SAN JOSÉ""",ES,CUENCA,"(40.0739729, -2.1434577)"
E  CUENCA04,I.E.S. LORENZO HERVÁS Y PANDURO,ES,CUENCA,"(40.0763396, -2.1437932)"
E  CUENCA06,"ESCUELA DE ARTE ""JOSÉ MARÍA CRUZ NOVILLO""",ES,CUENCA,"(40.0795215, -2.1296933)"
E  CUENCA08,IES JULIÁN ZARCO,ES,MOTA DEL CUERVO,"(39.4996249, -2.872168)"
E  ELCHE01,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,ES,ELCHE ,"(38.274814, -0.6839758)"
E  ELCHE02,INSTITUTO EDUCACIÓN SECUNDARIA CAYETANO SEMPERE,ES, ELCHE,"(38.262513, -0.6862164)"
E  ELCHE04,INSTITUTO DE EDUCACIÓN SECUNDARIA TIRANT LO BLANC,ES,ELCHE,"(38.2598614, -0.715309)"
E  ELCHE05,INSTITUTO ENSEÑANZA SECUNDARIA VICTORIA KENT ELCHE,ES,ELCHE,"(38.2679853, -0.6768472999999999)"
E  ESTELLA01,INSTITUTO POLITÉCNICO ESTELLA,ES,ESTELLA,"(42.6720856, -2.0324524)"
E  GIJON02,INSTITUTO EDUCACIÓN SECUNDARIA Nº 1 DE GIJÓN,ES,GIJÓN,"(43.5311041, -5.678135399999999)"
E  GIJON03,INSTITUTO DE EDUCACIÓN SECUNDARIA ROCES ,ES,GIJÓN,"(43.518998, -5.6845078)"
E  GIJON04,ESCUELA SUPERIOR DE ARTE DRAMÁTICO Y PROFESIONAL DE DANZA DEL PRINCIPADO DE ASTURIAS,ES,GIJÓN,"(43.5389471, -5.7023079)"
E  GIJON05,IES FERNÁNDEZ VALLÍN,ES,GIJÓN,"(43.5324434, -5.669275)"
E  GIJON06,CIFP DE HOSTELERÍA Y TURISMO,ES,GIJÓN,"(43.53772, -5.6613)"
E  GIJON07,CENTRO INTEGRADO DE FORMACION PROFESIONAL  SECTORES INDUSTRIAL Y SERVICIOS,ES,GIJON - ASTURIAS,"(43.5246967, -5.6133783)"
E  GIJON09,IES ESCULTOR JUAN DE VILLANUEVA,ES,POLA DE SIERO (ASTURIAS),"(43.3904498, -5.6685976)"
E  GIJON11,CENTRO INTEGRADO FORMACIÓN PROFESIONAL AVILÉS (CIFP AVILÉS),ES,AVILÉS,"(43.5511462, -5.9206618)"
E  GIJON12,IES EMILIO ALARCOS,ES,GIJÓN,"(43.5384536, -5.6798495)"
E  GIRONA02,UNIVERSITAT DE GIRONA,ES,GIRONA,"(41.9857028, 2.8272011)"
E  GIRONA03,IES ABAT OLIBA,ES,Ripoll,"(42.1907035, 2.1943075)"
E  GIRONA04,IES BOSC DE LA COMA,ES,Olot,"(42.1725388, 2.4761966)"
E  GIRONA05,IES ESCOLA D'HOSTALERIA,ES,Girona,"(41.9813372, 2.8119676)"
E  GIRONA06,IES-SEP MONTILIVI,ES,Girona,"(41.9643252, 2.827807)"
E  GIRONA07,IES NARCIS XIFRA I MASMITJA,ES,Girona,"(42.0041115, 2.8242757)"
E  GIRONA08,IES LA BISBAL,ES,La Bisbal d'Emporda,"(41.9574342, 3.0433691)"
E  GIRONA09,I.E.S. LA GARROTXA,ES,OLOT,"(42.18316189999999, 2.4681738)"
E  GIRONA10,IES SANT FELIU DE GUIXOLS,ES,SANT FELIU DE GUÍXOLS,"(41.7946942, 3.0235577)"
E  GIRONA11,FUNDACIÓ ESCOLA DE GESTIÓ (ESCOLA DE REALITZACIÓ AUDIOVISUAL I MULTIMÈDIA),ES,SALT,"(41.958073, 2.801433)"
E  GIRONA12,INSTITUT VALLVERA,ES,SALT,"(41.9783457, 2.7931023)"
E  GIRONA13,INSTITUT NARCÍS MONTURIOL,ES,FIGUERES,"(42.2718254, 2.9708647)"
E  GIRONA14,ESCOLA D'ART I SUPERIOR DE DISSENY D'OLOT,ES,OLOT,"(42.1835289, 2.4925672)"
E  GRANADA01,UNIVERSIDAD DE GRANADA ,ES,Granada,"(37.1839398, -3.6010182)"
E  GRANADA04,"REAL CONSERVATORIO SUPERIOR DE MUSICA ""VICTORIA EUGENIA"" DE GRANADA",ES,GRANADA,"(37.179441, -3.6021023)"
E  GRANADA05,"IES ""VIRGEN DE LAS NIEVES""",ES,GRANADA,"(37.1917047, -3.6177742)"
E  GRANADA06,IES FERNANDO III,ES,MARTOS (JAÉN),"(37.7164103, -3.976651099999999)"
E  GRANADA07,IES LUIS BUENO CRESPO,ES,ARMILLA (GRANADA),"(37.1423903, -3.6141818)"
E  GRANADA08,IES ZAIDIN-VERGELES,ES,Granada,"(37.1613256, -3.5912753)"
E  GRANADA10,I.E.S. FEDERICO GARCIA LORCA,ES,CHURRIANA DE LA VEGA (GRANADA),"(37.1437711, -3.6395269)"
E  GRANADA11,CE AVE MARIA SAN CRISTOBAL,ES,GRANADA,"(37.1840882, -3.595885199999999)"
E  GRANADA12,IES ANGEL GANIVET,ES,GRANADA,"(37.18198720000001, -3.6046079)"
E  GRANADA13,IES FRANCISCO AYALA,ES,GRANADA,"(37.19235, -3.6165967)"
E  GRANADA14,CPIFP  HURTADO DE MENDOZA,ES,GRANADA,"(37.1554665, -3.606643)"
E  GRANADA15,IES PEDRO JIMENEZ MONTOYA,ES,BAZA,"(37.4853077, -2.7672785)"
E  GRANADA16,I.E.S. LA ZAFRA,ES,MOTRIL,"(36.75366, -3.5162)"
E  GRANADA17,FUNDACION DOCETE OMNES,ES,"LA ZUBIA, GRANADA","(37.1214299, -3.589857799999999)"
E  GRANADA18,IES GENERALIFE,ES,GRANADA,"(37.1749473, -3.6136663)"
E  GRANADA19,I.E.S. POLITÉCNICO HERMENEGILDO LANZ,ES,GRANADA,"(37.1837913, -3.6174361)"
E  GRANADA20,COLEGIO SALESIANO SAN JUAN BOSCO,ES,GRANADA,"(37.1588527, -3.6037254)"
E  GRANADA21,IES AYNADAMAR,ES,GRANADA,"(37.19412000000001, -3.6009001)"
E  GRANADA22,I.E.S. ILÍBERIS,ES,ATARFE-GRANADA,"(37.2238629, -3.6812311)"
E  GRANADA23,CENTRO DE ESTUDIOS ALHAMAR (ESCUELA DE TURISMO ALHAMAR),ES,GRANADA,"(37.1754463, -3.6027199)"
E  GUADALA01,IES ARCIPRESTE DE HITA,ES,AZUQUECA DE HENARES,"(40.5699021, -3.2576739)"
E  GUADALA02,IES SAN ISIDRO,ES,AZUQUECA DE HENARES,"(40.5693493, -3.2577894)"
E  GUADALA03,ESCUELA DE ARTE DE GUADALAJARA,ES,GUADALAJARA,"(20.6761933, -103.3450004)"
E  GUADALA04,IES CASTILLA,ES,GUADALAJARA,"(40.6297344, -3.1644356)"
E  GUADALA05,IES LUIS DE LUCENA,ES,GUADALAJARA,"(40.6414755, -3.1829489)"
E  GUADALA06,IES JOSÉ LUIS SAMPEDRO,ES,GUADALAJARA,"(40.63554, -3.154149)"
E  GUADALA07,I.E.S. AGUAS VIVAS,ES,GUADALAJARA,"(40.640501, -3.1594275)"
E  GUADALA08,IES PROFESOR DOMINGUEZ ORTIZ,ES,AZUQUECA DE HENARES,"(40.5680507, -3.2706632)"
E  GUADALA09,I.E.S. BRIANDA DE MENDOZA,ES,GUADALAJARA,"(40.6357039, -3.1762503)"
E  GUADALA10,IES CAMPIÑA ALTA,ES,EL CASAR-GUADALAJARA,"(40.7045779, -3.4296802)"
E  HARO01,"INSTITUTO DE EDUCACIÓN SECUNDARIA ""MANUEL BARTOLOMÉ COSSÍO""",ES,Haro (La Rioja),"(42.57264620000001, -2.8509314)"
E  HUELVA01,UNIVERSIDAD DE HUELVA ,ES,HUELVA,"(37.2703682, -6.9229835)"
E  HUELVA02,IES FUENTEPIÑA,ES,HUELVA,"(37.2664785, -6.9310336)"
E  HUELVA03,INSTITUTO ENSEÑANZA SECUNDARIA SAN SEBASTIAN,ES,HUELVA,"(37.2620378, -6.9423374)"
E  HUELVA04,IES PABLO NERUDA,ES,HUELVA,"(37.2606177, -6.955488)"
E  HUELVA05,I.E.S. LA MARISMA,ES,HUELVA,"(37.2765426, -6.9354736)"
E  HUELVA06,I.E.S LA ORDEN,ES,HUELVA,"(37.2770989, -6.938974099999999)"
E  HUELVA09,INSTITUTO DE ENSEÑANZA SECUNDARIA LA RÁBIDA,ES,HUELVA,"(37.2638058, -6.9485532)"
E  HUELVA10,I.E.S. PROFESOR RODRÍGUEZ CASADO,ES,PALOS DE LA FONTERA (HUELVA),"(37.2010276, -6.919538999999999)"
E  HUELVA11,"ESCUELA DE ARTE "" LEÓN ORTEGA""",ES,HUELVA,"(37.2529065, -6.937877400000001)"
E  HUELVA12,SAFA-FUNCADIA,ES,HUELVA,"(37.2553112, -6.9452886)"
E  HUESCA01,CENTRO PÚBLICO INTEGRADO DE FORMACIÓN PROFESIONAL PIRÁMIDE,ES,Huesca,"(42.118187, -0.4492604000000001)"
E  HUESCA02,IES SAN LORENZO,ES,HUESCA,"(42.1402056, -0.4215333)"
E  HUESCA03,I.E.S RAMON Y CAJAL,ES,HUESCA,"(42.1389912, -0.4158031)"
E  HUESCA04,ESCUELA DE ARTE DE HUESCA,ES,HUESCA,"(42.14024930000001, -0.4203659)"
E  HUESCA05,IES MARTÍNEZ VARGAS,ES,BARBASTRO,"(42.02340299999999, 0.1400436)"
E  HUESCA06,I.E.S LA LLITERA,ES,TAMARITE,"(41.8630244, 0.4269674000000001)"
E  HUESCA07,IES BIELLO ARAGON,ES,SABIÑANIGO,"(42.5028492, -0.3617654)"
E  HUESCA08,IES JOSÉ MOR DE FUENTES,ES,MONZÓN,"(41.9030233, 0.1845119)"
E  HUESCA09,IES SIERRA DE GUARA,ES,HUESCA,"(42.1346213, -0.4039192)"
E  HUESCA10,INSTITUTO DE FORMACIÓN PROFESIONAL ESPECÍFICA MONTEARAGÓN,ES,HUESCA,"(42.1050629, -0.3798381)"
E  HUESCA11,"INSTITUTO DE EDUCACION SECUNDARIA ""BAJO CINCA""",ES,FRAGA,"(41.524804, 0.339846)"
E  HUESCA12,ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES DE ARAGÓN       ,ES,HUESCA,"(42.1403052, -0.4112639)"
E  HUESCA13,COLEGIO SANTO DOMINGO SAVIO,ES,MONZON,"(41.9174479, 0.1833782)"
E  HUESCA14,IES HERMANOS ARGENSOLA,ES,BARBASTRO,"(42.0301438, 0.1342061)"
E  IBIZA01,INSTITUTO DE ENSEÑANZA SECUNDARIA SA BLANCA DONA,ES,Eivissa (Ibiza),"(38.9218465, 1.4255459)"
E  IBIZA02,IES SA COLOMINA,ES,EIVISSA,"(38.9111009, 1.424355)"
E  IBIZA03,ESCUELA DE ARTE DE IBIZA,ES,IBIZA,"(38.905524, 1.40467)"
E  IBIZA04,IES ISIDOR MACABICH,ES,EIVISSA,"(38.9228351, 1.4253616)"
E  IBIZA05,INSTITUTO DE EDUCACIÓN SECUNDARIA JOAN TAIX,ES,SA POBLA,"(39.76036, 3.017352)"
E  IBIZA06,IES ALGARB,ES,SANT JORDI DE SES SALINES - SANT JOSEP DE SA TALAIA,"(38.8986902, 1.4004351)"
E  JAEN01,UNIVERSIDAD DE JAEN ,ES,JAEN,"(37.7885415, -3.7776546)"
E  JAEN02,IES SAN JUAN BOSCO,ES,JAÉN,"(37.7704531, -3.7907206)"
E  JAEN03,SAGRADA FAMILIA-ÚBEDA,ES,ÚBEDA,"(38.0117056, -3.380086)"
E  JAEN04,I.E.S ANDRES DE VANDELVIRA,ES,BAEZA (JAÉN),"(37.9959522, -3.4752881)"
E  JAEN05,SAGRADA FAMILIA ALCALA LA REAL,ES,ALCALÁ LA REAL. JAÉN,"(37.4605861, -3.919763499999999)"
E  JAEN06,SAGRADA FAMILIA LINARES,ES,LINARES,"(38.0943348, -3.6394691)"
E  JAEN07,CONSERVATORIO SUPERIOR DE MUSICA DE JAEN (CSM JAEN),ES,JAEN,"(37.76577, -3.79197)"
E  JAEN08,INSTITUTO DE EDUCACIÓN SECUNDARIA SALVADOR SERRANO,ES,ALCAUDETE - JAÉN,"(37.588118, -4.078373)"
E  LA-CORU01,UNIVERSIDAD DE A CORUNA ,ES,A CORUNA,"(43.369464, -8.4199065)"
E  LA-CORU02,IES RAMÓN MENÉNDEZ PIDAL ,ES,A CORUÑA,"(43.3738727, -8.3995949)"
E  LA-CORU03,ESCOLA DE ARTE E SUPERIOR DE DESEÑO PABLO PICASSO,ES,A CORUÑA,"(43.3750021, -8.3939673)"
E  LA-CORU04,IES FERNANDO WIRTZ SUÁREZ,ES,A CORUÑA,"(43.3557145, -8.4058279)"
E  LA-CORU05,CONSERVATORIO SUPERIOR DE MUSICA DA CORUNA,ES, A CORUÑA,"(43.3689316, -8.4232052)"
E  LA-CORU06,INSTITUTO DE ENSEÑANZA SECUNDARIA UNIVERSIDADE LABORAL,ES,CULLEREDO ,"(43.3190134, -8.3763861)"
E  LA-CORU07,IES PASEO DAS PONTES,ES,A CORUÑA,"(43.3627936, -8.41542)"
E  LA-CORU08,CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL ÁNXEL CASAL,ES,A CORUÑA,"(43.382887, -8.408577)"
E  LA-CORU09,INSTITUTO ENSEÑANZA SECUNDARIA SAN CLEMENTE,ES,SANTIAGO DE COMPOSTELA,"(42.8785734, -8.5474787)"
E  LA-CORU10,IES ISIDRO PARGA PONDAL,ES,CARBALLO(A CORUÑA),"(43.2219623, -8.6904793)"
E  LA-CORU11,IES FRANCISCO AGUIAR,ES,"BETANZOS, A CORUÑA","(43.2826669, -8.2171579)"
E  LA-CORU12,CIFP SOMESO,ES,A CORUÑA,"(43.3383949, -8.4129282)"
E  LA-CORU13,IES AS MARIÑAS,ES,BETANZOS,"(43.2835632, -8.2157685)"
E  LA-CORU14,CIFP RODOLFO UCHA PIÑEIRO,ES,FERROL,"(43.481406, -8.201811)"
E  LA-CORU15,INSTITUTO DE ENSEÑANZA SECUNDARIA A SARDIÑEIRA,ES,A CORUÑA,"(43.34995, -8.4160799)"
E  LA-CORU16,"INSTITUTO ENSINO SECUNDARIO PLURILINGÜE ""EUSEBIO DA GUARDA""",ES,A CORUÑA,"(43.36827, -8.40802)"
E  LA-CORU17,INSTITUTO DE EDUCACIÓN SECUNDARIA CONCEPCIÓN ARENAL,ES,FERROL,"(43.4875835, -8.2296291)"
E  LA-CORU18,CIFP COROSO,ES,RIBEIRA,"(42.5693165, -8.9817061)"
E  LA-CORU19,IES DE ARZÚA,ES,ARZÚA,"(42.92984999999999, -8.155327)"
E  LA-CORU20,IES LELIADOURA,ES,RIBEIRA,"(42.5536807, -9.005429999999999)"
E  LA-CORU21,IES. URBANO LUGRIS,ES,A CORUÑA,"(43.350722, -8.418007)"
E  LA-CORU22,IES DE SABON,ES,ARTEIXO,"(43.31213, -8.5104465)"
E  LA-CORU23,IES LEIXA,ES,FERROL,"(43.511693, -8.214697)"
E  LA-CORU24,IES MACIAS O NAMORADO,ES,PADRON,"(42.73546080000001, -8.662371)"
E  LAS-PAL01,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,ES,LAS PALMAS DE GRAN CANARIA,"(28.0991889, -15.4199187)"
E  LAS-PAL02,IES FELO MONZON GRAU-BASSAS,ES,LAS PALMAS DE GRAN CANARIA,"(28.0816976, -15.4473312)"
E  LAS-PAL03,I.E.S FERIA DEL ATLANTICO,ES,LAS PALMAS DE GRAN CANARIA,"(28.1044804, -15.4474847)"
E  LAS-PAL04,IES POLITÉCNICO LAS PALMAS,ES,LAS PALMAS DE GRAN CANARIA,"(28.1109632, -15.4207317)"
E  LAS-PAL05,ESCUELA DE ARTE  Y SUPERIOR DE DISEÑO GRAN CANARIA,ES,LAS PALMAS DE GRAN CANARIA,"(28.0763737, -15.4159706)"
E  LAS-PAL06,IES MAJADA MARCIAL,ES,PUERTO DEL ROSARIO,"(28.5123097, -13.8670176)"
E  LAS-PAL07,IES VEGA DE SAN MATEO,ES,LAS PALMAS ,"(28.0026507, -15.5401256)"
E  LAS-PAL08,I.E.S. EL RINCÓN,ES,LAS PALMAS DE G.C.,"(28.1274769, -15.4467077)"
E  LAS-PAL09,"HECANSA - HOTELES ESCUELA DE CANARIAS, S.A.",ES,LAS PALMAS DE GRAN CANARIA,"(28.1143961, -15.4208795)"
E  LAS-PAL10, IES PRIMERO DE MAYO,ES,LAS PALMAS DE G.C.,"(28.1008116, -15.4454202)"
