Institutional code,Name of Organisation,Country,City,coordinates
E  LAS-PAL11,I.E.S. CRUZ DE PIEDRA ,ES,LAS PALMAS DE GRAN CANARIA ,"(28.1032022, -15.4358208)"
E  LAS-PAL12,ESCUELA DE CAPACITACIÓN AGRARIA DE ARUCAS,ES,ARUCAS,"(28.140758, -15.509918)"
E  LAS-PAL13,IES ANTONIO CABRERA PEREZ ,ES,LAS REMUDAS TELDE,"(28.0073747, -15.392632)"
E  LAS-PAL14,INSTITUTO DE ENSEÑANZA SECUNDARIA ROQUE AMAGRO,ES,GÁLDAR,"(28.1353987, -15.6666979)"
E  LAS-PAL15,IES PÉREZ GALDÓS,ES,LAS PALMAS DE GRAN CANARIA,"(28.1107106, -15.4230569)"
E  LAS-PAL16,I.E.S. LA MINILLA,ES,LAS PALMAS DE GRAN CANARIA,"(28.120799, -15.4397551)"
E  LAS-PAL17,IES JOSÉ ZERPA,ES,SANTA LUCÍA DE TIRAJANA,"(27.8488279, -15.4402297)"
E  LAS-PAL18,CONSERVATORIO SUPERIOR DE MÚSICA DE CANARIAS,ES,LAS PALMAS DE GRAN CANARIA,"(28.1038701, -15.4175774)"
E  LAS-PAL19,I.E.S. LA ISLETA ,ES,LAS PALMAS DE GRAN CANARIA. LAS PALMAS.,"(28.1494389, -15.4226326)"
E  LAS-PAL20,I.E.S. SIETE PALMAS,ES,Las Palmas de Gran Canaria,"(28.1065852, -15.4506469)"
E  LAS-PAL21,IES SANTA LUCÍA,ES,VECINDARIO,"(27.8504571, -15.4523523)"
E  LAS-PAL22,IES TEROR,ES,TEROR,"(28.0592306, -15.5444554)"
E  LAS-PAL23,I.E.S. VILLA DE AGÜIMES,ES,AGÜIMES,"(27.8707371, -15.4244345)"
E  LEON01,UNIVERSIDAD DE LEÓN,ES,LEON,"(42.6122612, -5.5603698)"
E  LEON03,ACADEMIA CLARIN,ES,LEÓN,"(42.6013878, -5.5789246)"
E  LEON04,CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL CIUDAD DE LEÓN,ES,LEÓN,"(42.6005683, -5.5724349)"
E  LEON05,"CENTRO DE FORMACIÓN PROFESIONAL ""MARÍA AUXILIADORA""",ES,LEÓN,"(42.5802899, -5.5869285)"
E  LEON06,ESCUELA DE ARTE Y SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES DE LEON,ES,LEÓN,"(42.6002442, -5.5678313)"
E  LEON07,IES ORDOÑO II,ES,LEÓN,"(42.6086392, -5.5647797)"
E  LEON09,IES SAN ANDRÉS ,ES,VILLABALTER,"(42.6177717, -5.6199618)"
E  LEON11,IES GINER DE LOS RIOS,ES,LEON,"(42.594279, -5.5589814)"
E  LEON12,I.E.S. FUENTESNUEVAS,ES,PONFERRADA,"(42.57272469999999, -6.6414727)"
E  LEON13,IES ÁLVARO YÁÑEZ,ES,BEMBIBRE (LEÓN),"(42.6208866, -6.411152500000001)"
E  LEON14,IES PADRE ISLA,ES,LEON,"(42.5895488, -5.5734751)"
E  LEON15,IES VIRGEN DE LA ENCINA,ES,PONFERRADA (LEÓN),"(42.5519559, -6.6002532)"
E  LLEIDA01,UNIVERSITAT DE LLEIDA,ES,LLEIDA,"(41.6147654, 0.6196167)"
E  LLEIDA02,IES ESCOLA DEL TREBALL (LLEIDA),ES,Lleida,"(41.6231985, 0.6260295)"
E  LLEIDA03,IES ESCOLA D'HOTELERIA I TURISME DE LLEIDA,ES,Lleida,"(41.6012366, 0.5805401)"
E  LLEIDA04,IES LA SEGARRA,ES,Cervera,"(41.67735589999999, 1.2745766)"
E  LLEIDA05,IES-SEP CAPARRELLA,ES,Lleida,"(41.5967425, 0.5820662)"
E  LLEIDA06,IES ALFONS COSTAFREDA,ES,Tarrega,"(41.639162, 1.139045)"
E  LLEIDA07,IES  MOLLERUSSA,ES,MOLLERUSSA,"(41.6257478, 0.8874171999999999)"
E  LLEIDA08,ESCOLA CAPACITACIO AGRÀRIA (ALFARRAS),ES,ALFARRÀS,"(41.8212524, 0.5768791)"
E  LLEIDA09,ECA DELS SOLSONÈS,ES,OLIUS,"(41.9794428, 1.556025)"
E  LLEIDA10,EASD ONDARA,ES,TARREGA,"(41.6451809, 1.1354647)"
E  LLEIDA11,ESCOLA LES HEURES,ES,LLEIDA,"(41.618759, 0.618644)"
E  LLEIDA12,INSTITUT TORREVICENS,ES,LLEIDA,"(41.6303488, 0.6299974)"
E  LOGRONO01,UNIVERSIDAD DE LA RIOJA ,ES,LOGROÑO,"(42.4631556, -2.4281472)"
E  LOGRONO02,INSTITUTO DE EDUCACION SECUNDARIA  COMERCIO,ES,LOGRONO,"(42.4698618, -2.4299694)"
E  LOGRONO03,ESCUELA DE ARTE Y SUPERIOR DE DISEÑO,ES,LOGROÑO,"(42.466225, -2.440916)"
E  LOGRONO06,IES LA LABORAL,ES,Lardero,"(42.437473, -2.451817)"
E  LOGRONO07,INSTITUTO DE EDUCACION SECUNDARIA BATALLA DE CLAVIJO,ES,LOGRONO,"(42.4691544, -2.456306)"
E  LOGRONO08,IES CAMINO DE SANTIAGO - SANTO DOMINGO DE LA CALZADA - LA RIOJA,ES,SANTO DOMINGO DE LA CALZADA,"(42.4353986, -2.9526666)"
E  LOGRONO09,"INSTITUTO DE ENSENANZA SECUNDARIA ""VALLE DEL CIDACOS""",ES,CALAHORRA,"(42.3064949, -1.963672)"
E  LOGRONO10,IES REY DON GARCIA,ES,NÁJERA (LA RIOJA),"(42.4186361, -2.7251383)"
E  LOGRONO11,IES DUQUES DE NÁJERA,ES,"LOGROÑO, LA RIOJA","(42.4627319, -2.4615362)"
E  LOGRONO12,IES INVENTOR COSME GARCIA ,ES,LOGROÑO (LA RIOJA),"(42.4550632, -2.4521353)"
E  LOGRONO13,CENTRO DE F.P LA PLANILLA,ES,CALAHORRA,"(42.3051694, -1.9731638)"
E  LUGO01,IES A PINGUELA,ES,Monforte de Lemos,"(42.5120002, -7.526219900000001)"
E  LUGO02,CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL PORTA DA AUGA,ES,RIBADEO,"(43.5363281, -7.050721100000001)"
E  LUGO03,IES SANXILLAO,ES,LUGO,"(43.00503399999999, -7.546378999999999)"
E  LUGO04,IES AS MERCEDES,ES,LUGO,"(42.998653, -7.546355999999999)"
E  LUGO05,IES NOSA SEÑORA DOS OLLOS GRANDES,ES,LUGO,"(43.0058539, -7.556322600000001)"
E  LUGO06,CIFP POLITECNICO DE LUGO,ES,LUGO,"(43.0049504, -7.5581821)"
E  LUGO07,ESCOLA DE ARTE E SUPERIOR DE DESEÑO RAMÓN FALCÓN,ES,LUGO,"(42.998629, -7.5424422)"
E  LUGO08,IES DE FOZ,ES,FOZ.LUGO,"(43.5652362, -7.2680399)"
E  LUGO09,IES MONTE CASTELO,ES,BURELA -LUGO,"(43.6511438, -7.356762199999999)"
E  MADRID01,UNIVERSIDAD NACIONAL DE EDUCACIÓN A DISTANCIA,ES,MADRID,"(40.4380056, -3.7040695)"
E  MADRID02,UNIVERSIDAD PONTIFICIA COMILLAS ,ES,Madrid,"(40.4295813, -3.7114248)"
E  MADRID03,UNIVERSIDAD COMPLUTENSE DE MADRID ,ES,MADRID,"(40.4454368, -3.7299424)"
E  MADRID04,UNIVERSIDAD AUTONOMA DE MADRID ,ES,MADRID,"(40.5466983, -3.6943619)"
E  MADRID05,UNIVERSIDAD POLITECNICA DE MADRID (UPM),ES,Madrid,"(40.4486372, -3.7192798)"
E  MADRID09,FUNDACION UNIVERSITARIA SAN PABLO CEU - CENTRO DE ENSEÑANZA SUPERIOR LUIS VIVES,ES,MADRID,"(40.4427194, -3.718373699999999)"
E  MADRID100,IES JOSEFINA ALDECOA,ES,ALCORCÓN,"(40.35378, -3.8220188)"
E  MADRID101,IES LOS CASTILLOS ( ALCORCÓN),ES,ALCORCON (MADRID),"(40.356824, -3.80918)"
E  MADRID102,INSTITUTO DE EDUCACIÓN SECUNDARIA LUIS BRAILLE,ES,"COSLADA, MADRID","(40.426904, -3.5574685)"
E  MADRID103,IES PABLO NERUDA,ES,LEGANÉS,"(40.3289902, -3.7458658)"
E  MADRID104,IES FELIPE TRIGO,ES,MOSTOLES,"(40.3207764, -3.8808781)"
E  MADRID105,IES JOAN MIRÓ,ES,SAN SEBASTIÁN DE LOS REYES,"(40.5576721, -3.624828)"
E  MADRID106,ESCUELA DE ARTE 4 DISEÑO DE INTERIORES,ES,MADRID,"(40.409035, -3.648695)"
E  MADRID107,IES BARAJAS,ES,MADRID,"(40.4508252, -3.599266999999999)"
E  MADRID108,COLEGIO VALLE DEL MIRO,ES,VALDEMORO,"(40.2065859, -3.6893839)"
E  MADRID109,ESCUELA PROFESIONAL JAVERIANA,ES,MADRID,"(40.4298542, -3.7068803)"
E  MADRID110,INSTITUTO DE ENSEÑANZA SECUNDARIA BEATRIZ GALINDO,ES,MADRID,"(40.4248836, -3.6864092)"
E  MADRID111,IES ANGEL CORELLA,ES,COLMENAR VIEJO,"(40.65591810000001, -3.752152)"
E  MADRID112,ESCUELA SUPERIOR DE CANTO DE MADRID,ES,MADRID,"(40.4245792, -3.7072754)"
E  MADRID113,UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO,ES,MADRID,"(40.4426469, -3.7204516)"
E  MADRID114,ESIC BUSINESS & MARKETING SCHOOL,ES,POZUELO DE ALARCON (MADRID),"(40.4368632, -3.8014419)"
E  MADRID115,INSTITUTO DE EDUCACIÓN SECUNDARIA ‘LOS ROSALES’,ES,MÓSTOLES,"(40.3355422, -3.8708045)"
E  MADRID116,"IES ""JAIME FERRAN CLUA""",ES,"SAN FERNANDO DE HENARES, MADRID","(40.4146752, -3.5210316)"
E  MADRID117,INSTITUTO DE ENSEÑANZA SECUNDARIA FRANCISCO GINER DE LOS RÍOS,ES,ALCOBENDAS,"(40.5358448, -3.619128599999999)"
E  MADRID118,"INSTITUTO DE EDUCACION SECUNDARIA ""MATEO ALEMÁN""",ES,ALCALÁ DE HENARES,"(40.4781018, -3.3827376)"
E  MADRID119,INSTITUTO DE EDUCACION SECUNDARIA VALLE INCLAN,ES,TORREJON DE ARDOZ - MADRID,"(40.462458, -3.458593)"
E  MADRID12,UNIVERSIDAD ANTONIO DE NEBRIJA,ES,MADRID,"(40.4295038, -3.713069099999999)"
E  MADRID120,ESCUELA DE ARTE Nº 2 DE MADRID,ES,MADRID,"(40.412188, -3.7073194)"
E  MADRID121,IES EL BURGO DE LAS ROZAS,ES,LAS ROZAS (MADRID),"(40.4882899, -3.8834906)"
E  MADRID122,IES C.M.RODRÍGUEZ DE VALCÁRCEL,ES,MADRID,"(40.4054694, -3.6523092)"
E  MADRID123,INSTITUTO DE EDUCACIÓN SECUNDARIA ÍCARO,ES,GETAFE (MADRID) ,"(40.316132, -3.742036)"
E  MADRID124,INSTITUTO DE EDUCACIÓN SECUNDARIA BARRIO DE BILBAO,ES,MADRID,"(40.4212139, -3.6306184)"
E  MADRID125,IES CARLOS BOUSOÑO,ES,MAJADAHONDA,"(40.4724285, -3.861018399999999)"
E  MADRID126,CENTRO DE ESTUDIOS PROFESIONALES ADMINISTRATIVOS Y LINGÜÍSTICOS,ES,MADRID,"(40.445609, -3.7062512)"
E  MADRID127,IES LEONARDO DA VINCI,ES,MADRID,"(40.3778838, -3.7640774)"
E  MADRID128,IES  VIRGEN DE LA PAZ,ES,ALCOBENDAS,"(40.525202, -3.653858)"
E  MADRID129,IES ALPAJES,ES,"ARANJUEZ, MADRID","(40.0350388, -3.5936611)"
E  MADRID130,IES LAZARO CARDENAS,ES,COLLADO VILLALBA,"(40.6209655, -4.0183031)"
E  MADRID131,IES PIO BAROJA,ES,MADRID,"(40.3729056, -3.7192079)"
E  MADRID132,IES PARQUE ALUCHE,ES,MADRID,"(40.3904061, -3.76395)"
E  MADRID133,I.E.S. MIRASIERRA,ES,MADRID,"(40.4910096, -3.7157251)"
E  MADRID134,INSTITUTO DE ENSEÑANZA SECUNDARIA SAN BLAS,ES,MADRID,"(40.4262052, -3.6129447)"
E  MADRID135,"INSTITUTO DE EDUCACION SECUNDARIA ""SANTA ENGRACIA""",ES,MADRID,"(40.4298803, -3.6967306)"
E  MADRID136,IES ÁGORA,ES,ALCOBENDAS,"(40.5528691, -3.6410655)"
E  MADRID137,IES JAIME FERRAN,ES,COLLADO VILLALBA,"(40.6381408, -4.002399899999999)"
E  MADRID138,COLEGIO SANTA ANA Y SAN RAFAEL (FEMDL),ES,MADRID,"(40.4216138, -3.6683996)"
E  MADRID139,I. E.S. MANUEL AZAÑA,ES,GETAFE,"(40.3190846, -3.72267)"
E  MADRID14,UNIVERSIDAD CARLOS III DE MADRID ,ES,"Getafe, Madrid ","(40.31705720000001, -3.7274678)"
E  MADRID140,INSTITUTO DE ENSEÑANZA SECUNDARIA COMPLUTENSE,ES,ALCALÁ DE HENARES,"(40.4845085, -3.3480931)"
E  MADRID141,IES  RENACIMIENTO,ES,MADRID,"(40.39376250000001, -3.7376958)"
E  MADRID142,IES HUMANEJOS,ES,PARLA,"(40.22736949999999, -3.7681892)"
E  MADRID143,IES REY FERNANDO VI,ES,SAN FERNANDO DE HENARES,"(40.42272740000001, -3.5286283)"
E  MADRID144,ISTITUTO EUROPEO DI DESIGN MADRID,ES,Madrid,"(40.421664, -3.707319)"
E  MADRID145,CIFP. ESCUELA DE HOSTELERIA Y TURISMO SIMONE ORTEGA,ES,MÓSTOLES (MADRID),"(40.3210788, -3.881701)"
E  MADRID146,IES ENRIQUE TIERNO GALVÁN,ES,MADRID,"(40.3698957, -3.6952321)"
E  MADRID147,COLEGIO SALESIANO CIUDAD DE LOS MUCHACHOS,ES,MADRID,"(40.4024345, -3.6621058)"
E  MADRID148,GREDOS SAN DIEGO LAS SUERTES,ES,MADRID,"(40.3661111, -3.6004051)"
E  MADRID149,I.E.S. CIUDAD DE JAÉN,ES,MADRID,"(40.4167515, -3.7038322)"
E  MADRID150,"ESCUELA DE ARTE 12 ""DISEÑO INDUSTRIAL""",ES,MADRID,"(40.4781781, -3.6840446)"
E  MADRID151,I.E.S. FRANCISCO DE QUEVEDO,ES,MADRID,"(40.4207171, -3.6224531)"
E  MADRID152,FUNDACION VILLENA LA SALLE,ES,MADRID,"(40.4826999, -3.7191557)"
E  MADRID153,ESCUELA SUPERIOR DE DISEÑO DE MADRID,ES,MADRID,"(40.409035, -3.648695)"
E  MADRID154,IES MARIA MOLINER,ES,COSLADA,"(40.4226323, -3.5494435)"
E  MADRID155,IES PINTOR ANTONIO LOPEZ,ES,TRES CANTOS,"(40.6022808, -3.7028056)"
E  MADRID156,ESCUELA SUPERIOR DE PUBLICIDAD,ES,MADRID,"(40.42895, -3.707164)"
E  MADRID157,IES MORATALAZ,ES,MADRID,"(40.412829, -3.6584027)"
E  MADRID159,IES JIMENA MENÉNDEZ PIDAL,ES,FUENLABRADA,"(40.2847076, -3.815129)"
E  MADRID160,UNIVERSIDAD A DISTANCIA DE MADRID (UDIMA) ,ES, COLLADO VILLALBA / MADRID ,"(40.6314045, -3.9990484)"
E  MADRID161,IES PROFESOR MAXIMO TRUEBA,ES,BOADILLA DEL MONTE,"(40.406661, -3.882095)"
E  MADRID162,ESCUELA DE ARTE 3,ES,MADRID,"(40.412188, -3.7073194)"
E  MADRID163,IES PEDRO DE TOLOSA,ES,MADRID,"(40.3624737, -4.4048029)"
E  MADRID164,IES ESCUELA DE HOSTELERIA DE ALCALA DE HENARES ,ES,ALCALÁ DE HENARES ,"(40.4994599, -3.3359552)"
E  MADRID165,IES PABLO PICASSO,ES,PINTO,"(40.2381869, -3.6935373)"
E  MADRID166,CENTRO ESPAÑOL DE NUEVAS PROFESIONES,ES,MADRID,"(40.4379472, -3.716071799999999)"
E  MADRID17,UNIVERSIDAD 'ALFONSO X EL SABIO' ,ES,VILLANUEVA DE LA CAÑADA,"(40.4515369, -3.9847477)"
E  MADRID18,UNIVERSIDAD EUROPEA DE MADRID ,ES,"VILLAVICIOSA DE ODÓN, MADRID","(40.3731136, -3.9190341)"
E  MADRID19,REAL ESCUELA SUPERIOR DE ARTE DRAMATICO (RESAD),ES,Madrid,"(40.4103825, -3.6744922)"
E  MADRID21,UNIVERSIDAD CEU SAN PABLO,ES,Madrid,"(40.4427194, -3.718373699999999)"
E  MADRID25,ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES (ESCRBC),ES,MADRID,"(40.4201901, -3.7105248)"
E  MADRID26,UNIVERSIDAD REY JUAN CARLOS,ES,"MOSTOLES, MADRID","(40.3348137, -3.8721218)"
E  MADRID27,REAL CONSERVATORIO SUPERIOR DE MUSICA DE MADRID,ES,MADRID,"(40.4091305, -3.694401999999999)"
E  MADRID28,UNIVERSIDAD FRANCISCO DE VITORIA,ES,Pozuelo de Alarcon (Madrid),"(40.4403665, -3.8346689)"
E  MADRID29,I.E.S. LA ARBOLEDA,ES,Alcorcon,"(40.3414684, -3.8328303)"
E  MADRID30,IES  PRADO DE SANTO DOMINGO,ES,ALCORCON (MADRID),"(40.34019380000001, -3.8403726)"
E  MADRID31,IES CARMEN CONDE,ES,Las Rozas de Madrid,"(40.5265075, -3.914870099999999)"
E  MADRID33,UNIVERSIDAD CAMILO JOSÉ CELA,ES,MADRID,"(40.472508, -3.940343)"
E  MADRID35,IES SAN JUAN DE LA CRUZ,ES,POZUELO DE ALARCÓN (MADRID),"(40.430337, -3.8159331)"
E  MADRID36,ESCUELAS PROFESIONALES PADRE PIQUER,ES,MADRID,"(40.4708532, -3.6913333)"
E  MADRID37,I.E.S. ALARNES,ES,Getafe (Madrid),"(40.3004848, -3.7346565)"
E  MADRID38,IES JUAN DE MAIRENA,ES,SAN SEBASTIAN DE LOS REYES,"(40.549141, -3.6353189)"
E  MADRID39,CEU-INSTITUTO DE ESTUDIOS TECNOLOGICOS Y PROFESIONALES,ES,Madrid,"(40.45335, -3.718776999999999)"
E  MADRID40,IES TETUAN DE LAS VICTORIAS,ES,MADRID,"(40.47317590000001, -3.6975879)"
E  MADRID41,IES CIUDAD ESCOLAR,ES,Madrid,"(40.5249151, -3.6857163)"
E  MADRID42,IES MARIA DE ZAYAS Y SOTOMAYOR,ES,Majadahonda (Madrid),"(40.4766852, -3.857612)"
E  MADRID43,I.E.S.ESCUELA DE LA VID E I. L. DE MADRID,ES,MADRID,"(40.411147, -3.7426796)"
E  MADRID44,INSTITUTO DE ENSEÑANZA SECUNDARIA BENJAMIN RUA,ES,MOSTOLES (MADRID),"(40.335688, -3.8727288)"
E  MADRID47,INSTITUTO TECNOLÓGICO Y GRÁFICO TAJAMAR,ES,MADRID,"(40.3975121, -3.6501805)"
E  MADRID50,GREDOS SAN DIEGO BUITRAGO,ES,BUITRAGO DEL LOZOYA (MADRID),"(40.989821, -3.6385429)"
E  MADRID51,IES LAGUNA DE JOATZEL,ES,GETAFE (MADRID) ,"(40.311831, -3.712278)"
E  MADRID53,IES VILLABLANCA,ES,MADRID,"(40.4059618, -3.6002334)"
E  MADRID55,IES GERARDO DIEGO,ES,POZUELO DE ALARCÓN,"(40.443267, -3.787076)"
E  MADRID56,ESCUELA SUPERIOR DE HOSTELERÍA Y TURISMO. MADRID,ES,MADRID,"(40.4152346, -3.7326001)"
E  MADRID57,ESCUELA DE ARTE 10,ES,Madrid,"(40.4042979, -3.6805569)"
E  MADRID58,IES JULIO VERNE,ES,LEGANÉS -MADRID-,"(40.3374074, -3.7635119)"
E  MADRID62,IES EL ESCORIAL,ES,El Escorial (Madrid),"(40.5784037, -4.1242772)"
E  MADRID63,IES PALOMERAS-VALLECAS,ES,MADRID,"(40.387686, -3.629748)"
E  MADRID64,CENTRO DE FORMACIÓN PROFESIONAL INSTITUTO VILLAVERDE,ES,MADRID,"(40.3573961, -3.6866292)"
E  MADRID66,I.E.S.CLARA DEL REY,ES,MADRID,"(40.4463357, -3.6641201)"
E  MADRID67,IES PUERTA BONITA,ES,MADRID,"(40.378545, -3.7381249)"
E  MADRID68,IES LOPE DE VEGA,ES,MADRID,"(40.427035, -3.706363)"
E  MADRID69,IES PRINCIPE FELIPE,ES,MADRID,"(40.48073, -3.7025434)"
E  MADRID70,I.E.S. ÁFRICA,ES,FUENLABRADA,"(40.2859033, -3.8095737)"
E  MADRID71,ESCUELA DE ARTE FRANCISCO ALCÁNTARA,ES,MADRID,"(40.4267441, -3.724349399999999)"
E  MADRID72,COLEGIO SALESIANOS ATOCHA,ES,MADRID,"(40.4062884, -3.6974217)"
E  MADRID73,IES FRANCISCO TOMÁS Y VALIENTE,ES,MADRID,"(40.46379, -3.6505613)"
E  MADRID74,IES VIRGEN DE LA PALOMA,ES,MADRID,"(40.4603563, -3.7170159)"
E  MADRID75,IES VALLECAS-MAGERIT,ES,MADRID,"(40.388895, -3.661158)"
E  MADRID76,"CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL EN NUEVAS TECNOLOGÍAS DE LA COMUNIDAD DE MADRID ""JOSE LUIS GARCI""",ES,ALCOBENDAS (MADRID),"(40.5485258, -3.6556035)"
E  MADRID77,COLEGIO SALESIANOS LOYOLA  ,ES,ARANJUEZ,"(40.0280028, -3.609372199999999)"
E  MADRID78,IES LAS CANTERAS,ES,COLLADO VILLALBA,"(40.6393424, -4.0001103)"
E  MADRID79,INSTITUTO DE ENSEÑANZA SECUNDARIA SATAFI,ES,GETAFE (MADRID),"(40.3123691, -3.7128114)"
E  MADRID80,IES ANTONIO DE NEBRIJA,ES,MÓSTOLES - MADRID,"(40.3120634, -3.8526077)"
E  MADRID81,IES SIGLO XXI,ES,LEGANÉS,"(40.3384092, -3.7640408)"
E  MADRID82,IES CENTRO DE CAPACITACION AGRARIA,ES,VILLAVICIOSA DE ODON (MADRID),"(40.3596443, -3.8918236)"
E  MADRID83,COLEGIO RETAMAR,ES,POZUELO DE ALARCON,"(40.4261105, -3.8060975)"
E  MADRID84,IES EL BURGO,ES,LAS ROZAS,"(40.4882899, -3.8834906)"
E  MADRID85,I.E.S. LUIS BUÑUEL,ES,MOSTOLES (MADRID),"(40.3396185, -3.8659127)"
E  MADRID86,I.E.S. LUIS VIVES,ES,LEGANES (MADRID),"(40.339475, -3.765687)"
E  MADRID89,IES ISLAS FILIPINAS,ES,MADRID,"(40.44082969999999, -3.7112362)"
E  MADRID90,IES EL LAGO,ES,MADRID,"(40.4156612, -3.7328165)"
E  MADRID91,CMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID,ES,MADRID,"(40.42012700000001, -3.689754)"
E  MADRID92,I. E. S. JUAN DE LA CIERVA,ES,MADRID,"(40.4023011, -3.7063803)"
E  MADRID93,I.E.S. ROSA CHACEL (MADRID) ,ES,MADRID,"(40.4774171, -3.651908)"
E  MADRID94,IES HOTEL-ESCUELA,ES,MADRID,"(40.5258524, -3.6828328)"
E  MADRID95,CIFP PROFESOR RAÚL VÁZQUEZ,ES,MADRID,"(40.3671131, -3.6632704)"
E  MADRID96,IES MANUEL DE FALLA,ES,COSLADA - MADRID,"(40.4167997, -3.5546885)"
E  MADRID97,NUESTRA SEÑORA DEL PILAR,ES,MADRID,"(40.4283061, -3.6811232)"
E  MADRID98,IES ALONSO DE AVELLANEDA,ES,ALCALA DE HENARES,"(40.4896895, -3.3439391)"
E  MADRID99,IES ANTONIO MACHADO,ES,ALCALÁ DE HENARES,"(40.4910702, -3.3697109)"
E  MALAGA01,UNIVERSIDAD DE MALAGA          ,ES,Malaga,"(36.7199506, -4.4160927)"
E  MALAGA02,CONSERVATORIO SUPERIOR DE MUSICA DE MALAGA,ES,MALAGA,"(36.7289383, -4.418558000000001)"
E  MALAGA03,ESCUELA SUPERIOR DE ARTE DRAMATICO DE MALAGA,ES,MALAGA,"(36.7195247, -4.4617174)"
E  MALAGA04,"IES ""CANOVAS DEL CASTILLO""",ES,MÁLAGA,"(36.7284979, -4.4191145)"
E  MALAGA05,CES. SANTA MARÍA DE LOS ÁNGELES,ES,MALAGA,"(36.7172663, -4.4436129)"
E  MALAGA06,"IES ""POLITECNICO JESUS MARIN""",ES,MALAGA,"(36.718025, -4.446721999999999)"
E  MALAGA07,IES LOS MANANTIALES,ES,TORREMOLINOS,"(36.6182042, -4.5098012)"
E  MALAGA08,I.E.S. MIGUEL ROMERO ESTEO,ES,MÁLAGA,"(36.7080544, -4.441257)"
E  MALAGA09,I.E.S. MARIA ZAMBRANO,ES,Torre del Mar,"(36.7462166, -4.0988069)"
E  MALAGA11,I.E.S. GUADAIZA,ES,SAN PEDRO ALCANTARA,"(36.487706, -4.9848532)"
E  MALAGA12,IES JARDINES PUERTA OSCURA,ES,MALAGA,"(36.731203, -4.4395343)"
E  MALAGA13,INSTITUTO ENSEÑANZA SECUNDARIA MAYORAZGO,ES,MALAGA,"(36.73057070000001, -4.400432400000001)"
E  MALAGA15,IES MONTERROSO,ES,ESTEPONA,"(36.4295948, -5.154448599999999)"
E  MALAGA16,IES SANTA BÁRBARA,ES,MÁLAGA,"(36.6957439, -4.461091500000001)"
E  MALAGA18,IES GUADALPIN,ES,MARBELLA,"(36.510601, -4.90621)"
E  MALAGA19,IES JACARANDA,ES,CHURRIANA-MALAGA,"(36.6674166, -4.5013054)"
E  MALAGA20,I.E.S. MARTIN RIVERO,ES,RONDA (MÁLAGA),"(36.7505136, -5.1668904)"
E  MALAGA21,CONSERVATORIO SUPERIOR DE DANZA DE MÁLAGA,ES,MÁLAGA,"(36.7197273, -4.4264294)"
E  MALAGA22,CDP SAN BARTOLOMÉ,ES,MÁLAGA,"(36.7312291, -4.4216216)"
E  MALAGA24,INSTITUTO EDUCACIÓN SECUNDARIA VEGA DE MIJAS ,ES,LAS LAGUNAS- MIJAS-MÁLAGA,"(36.5378761, -4.6377539)"
E  MALAGA25, I.E.S. SANTIAGO RAMÓN Y CAJAL ,ES,FUENGIROLA,"(36.532081, -4.6283863)"
E  MALAGA26,IES UNIVERSIDAD LABORAL DE MÁLAGA,ES,MALAGA,"(36.7341724, -4.4665116)"
E  MALAGA27,CENTRO DE EDUCACION SECUNDARIA SAN JOSE. FUNDACION LOYOLA ANDALUCIA Y CANARIAS,ES,MALAGA,"(36.7196292, -4.4433332)"
E  MALAGA28,INSTITUTO DE ENSEÑANZA SECUNDARIA FUENGIROLA Nº1,ES,FUENGIROLA (MALAGA),"(36.5366731, -4.6296975)"
E  MALAGA29,IES CAMPANILLAS,ES,MALAGA,"(36.726626, -4.550797999999999)"
E  MALAGA30,IES LICINIO DE LA FUENTE,ES,COÍN-MÁLAGA,"(36.6609037, -4.7529803)"
E  MALAGA31,SAFA-ICET(SAGRADA FAMILIA-ICET),ES,MALAGA,"(36.718779, -4.358514)"
E  MALAGA32,COLEGIO SAN FRANCISCO JAVIER LA SALLE-VIRLECHA,ES,ANTEQUERA,"(37.03832999999999, -4.560478)"
E  MATARO01,FUNDACIÓ TECNOCAMPUS MATARÓ-MARESME,ES,MATARO,"(41.527783, 2.43418)"
E  MELILLA01,"INTITUTO DE EDUCACIÓN SECUNDARIA ""LEOPOLDO QUEIPO""",ES,MELILLA,"(35.2898514, -2.945919)"
E  MERIDA01,ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE MÉRIDA,ES,MÉRIDA,"(38.913795, -6.335608499999999)"
E  MONDRAG01,MONDRAGON UNIBERTSITATEA,ES,MONDRAGON,"(43.061467, -2.496336)"
E  MONDRAG02,MONDRAGON GOI ESKOLA POLITEKNIKOA,ES,MONDRAGON,"(43.0631374, -2.5066793)"
E  MURCIA01,UNIVERSIDAD DE MURCIA ,ES,Murcia,"(38.01875100000001, -1.16938)"
E  MURCIA02,"CONSERVATORIO SUPERIOR DE MÚSICA DE MURCIA ""MANUEL MASSOTTI LITTEL""",ES,Murcia,"(37.981813, -1.136494)"
